url,name,contentType,description,contentRating,genre,formattedDuration,releasedDate,Hours Viewed,actors,director,creator,audio,subtitle,numberOfSeasons,seasonStartDate,uniqId,scrapedAt
https://www.netflix.com/title/80025678,The Crown,TVSeries,"Based on historical events, this series dramatizes the story of Queen Elizabeth II and the political and personal events that have shaped her reign.",18,TV Dramas,,11/4/16,"42,400,000","Olivia Colman, Helena Bonham Carter, Tobias Menzies, Claire Foy, John Lithgow, Matt Smith, Vanessa Kirby, Gillian Anderson, Josh O'Connor, Emma Corrin, Marion Bailey, Jared Harris, Victoria Hamilton, Eileen Atkins, Jeremy Northam, Alex Jennings, Ben Miles, Pip Torrens, Will Keen, Harry Hadden-Paton, Daniel Ings, Greg Wise, Harriet Walter, Lia Williams, Matthew Goode, Anton Lesser, Ben Daniels, Jason Watkins, Charles Dance, Emerald Fennell, Erin Doherty",,Peter Morgan,,,4,11/4/16,83cec79a-95f0-5e9f-ab36-d4564d107a9f,5/3/22 14:53
https://www.netflix.com/title/80124522,Maniac,TVSeries,Two struggling strangers connect during a mind-bending pharmaceutical trial involving a doctor with mother issues and an emotionally complex computer.,18,TV Dramas,,9/21/18,"4,500,000","Emma Stone, Jonah Hill, Justin Theroux, Sally Field, Gabriel Byrne, Sonoya Mizuno, Julia Garner, Billy Magnussen, Jemima Kirke",,Patrick Somerville,,,1,9/21/18,2a8d3ffe-bf1d-5f51-98c9-b89ccd5ce7d7,5/3/22 14:53
https://www.netflix.com/title/81414099,Home Team,Movie,Suspended NFL coach Sean Payton hopes to reconnect with his son by coaching his hapless youth football team in this family comedy based on a true story.,7,US Movies,1h 39m,1/28/22,"17,800,000","Kevin James, Taylor Lautner, Rob Schneider, Jackie Sandler, Gary Valentine, Lavell Crawford, Chloe Fineman, Tait Blum, Maxwell Simkins, Jacob Perez, Bryant Tardy, Manny Magnus, Liam Kyle, Christopher Farrar, Merek Mastrov, Isaiah Mustafa, Jared Sandler","Charles Kinnane, Daniel Kinnane",,"English - Audio Description, English [Original], Hindi, Tamil, Telugu",English,,,4c8fadce-600d-5e0b-a325-45b01f5088a0,5/3/22 14:53
https://www.netflix.com/title/80192098,Money Heist,TVSeries,Eight thieves take hostages and lock themselves in the Royal Mint of Spain as a criminal mastermind manipulates the police to carry out his plan.,18,TV Thrillers,,7/19/19,"33,700,000","Úrsula Corberó, Álvaro Morte, Itziar Ituño, Pedro Alonso, Miguel Herrán, Jaime Lorente, Esther Acebo, Darko Perić, Hovik Keuchkerian, Luka Peroš, Belén Cuesta, Fernando Cayo, Rodrigo de la Serna, Najwa Nimri, Fernando Soto, Mario de la Rosa, Antonio Romero, Mikel Bustamante, José Manuel Seda, Ramón Agirre, Alba Flores, Enrique Arce, Patrick Criado, Diana Gómez, Miguel Ángel Silvestre, Paco Tous, José Manuel Poga, Kiti Mánver, María Pedraza",,Álex Pina,,,5,7/19/19,cb7efb91-8b08-5b7f-abfb-1fe9b68ec47f,5/3/22 14:53
https://www.netflix.com/title/80206099,The Serpent,TVSeries,"In the 1970s, merciless killer Charles Sobhraj preys on travelers exploring the ""hippie trail"" of South Asia. Based on shocking true events.",18,TV Thrillers,,4/2/21,"9,200,000","Tahar Rahim, Jenna Coleman, Billy Howle, Ellie Bamber, Amesh Edireweera, Tim McInnerny, Damon Herriman",,,,,1,4/2/21,81c7ab24-ccf5-548d-ab23-abaf7dfc99fd,5/3/22 14:53
https://www.netflix.com/title/80189685,The Witcher,TVSeries,"Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts.",18,TV Shows Based on Books,,12/20/19,"72,200,000","Henry Cavill, Anya Chalotra, Freya Allan, Joey Batey, Eamon Farren, MyAnna Buring, Mimî M Khayisa, Mahesh Jadu, Anna Shaffer, Royce Pierreson, Tom Canton, Mecia Simson, Wilson Mbomio, Kim Bodnia, Jodhi May, Björn Hlynur Haraldsson, Adam Levy, Lars Mikkelsen, Jeremy Crawford, Basil Eidenbenz, Paul Bullion, Yasen Atour, Kristofer Hivju",,Lauren Schmidt Hissrich,,,2,12/20/19,be7ed494-c382-5a02-849a-e7a4dd9c3726,5/3/22 14:53
https://www.netflix.com/title/81074012,The Billion Dollar Code,TVSeries,"In 1990s Berlin, an artist and a hacker invented a new way to see the world. Years later, they reunite to sue Google for patent infringement on it.",16,TV Dramas,,10/7/21,"2,800,000","Mark Waschke, Mišel Matičević, Leonard Scheicher, Marius Ahrendt, Lavinia Wilson, Seumas F. Sargent, Rauand Taleb, Elias Krischke, Marcel Heuperman, Johanna Polley",,,,,1,10/7/21,f9ebc9eb-b67e-5450-b2d3-a45a6a4ceeef,5/3/22 14:53
https://www.netflix.com/title/80100172,Dark,TVSeries,A missing child sets four families on a frantic hunt for answers as they unearth a mind-bending mystery that spans three generations.,18,TV Mysteries,,12/1/17,"24,100,000","Louis Hofmann, Oliver Masucci, Jördis Triebel, Maja Schöne, Karoline Eichhorn, Sebastian Rudolph, Anatole Taubman, Mark Waschke, Stephan Kampwirth, Anne Ratte-Polle, Andreas Pietschmann, Lisa Vicari, Michael Mendl, Angela Winkler",,"Baran bo Odar, Jantje Friese",,,3,12/1/17,ee7c6671-fdba-5c95-a2f2-c564cbdaf610,5/3/22 14:53
https://www.netflix.com/title/81426972,jeen-yuhs: A Kanye Trilogy,TVSeries,"The lives of an emerging superstar and a filmmaker intertwine in this intense, intimate docuseries charting Kanye West's career, filmed over two decades.",18,Music & Musicals,,2/16/22,"1,600,000",Ye,Coodie and Chike,,,,1,2/16/22,d20ffba6-ca6f-54f4-9e09-c228408cdd37,5/3/22 14:53
https://www.netflix.com/title/81240756,Lead Me Home,Movie,Poignant stories of homelessness on the West Coast of the US frame this cinematic portrait of a surging humanitarian crisis.,16,Documentaries,40m,11/30/21,"900,000",,"Pedro Kos, Jon Shenk",,"English - Audio Description, English [Original]",English,,,47d372f6-f09c-52a4-ae79-82cad6857621,5/3/22 14:53
https://www.netflix.com/title/80233374,Brand New Cherry Flavor,TVSeries,"A filmmaker heads to Hollywood in the early '90s to make her movie but tumbles down a hallucinatory rabbit hole of sex, magic, revenge — and kittens.",18,Horror TV Serials,,8/13/21,"2,600,000","Rosa Salazar, Eric Lange, Catherine Keener, Jeff Ward, Manny Jacinto, Hannah Levien, Patrick Fischler",,"Lenore Zion, Nick Antosca",,,1,8/13/21,850976f8-1352-5679-bf52-285b83858a7e,5/3/22 14:53
https://www.netflix.com/title/80201500,Safe,TVSeries,"After his teenage daughter goes missing, a widowed surgeon in an affluent neighborhood begins unearthing dark secrets about the people closest to him.",18,TV Mysteries,,5/10/18,"16,500,000","Michael C. Hall, Amanda Abbington, Marc Warren, Hannah Arterton, Audrey Fleurot, Nigel Lindsay",,Harlan Coben,,,1,5/10/18,d0ee5b0b-df63-57da-a9e8-385fb8dd2739,5/3/22 14:53
https://www.netflix.com/title/80207033,Cowboy Bebop,TVSeries,"Long on style and perpetually short on cash, bounty hunters Spike, Jet and Faye trawl the solar system looking for jobs. But can they outrun Spike's past?",18,TV Action & Adventure,,11/19/21,"7,200,000","John Cho, Mustafa Shakir, Daniella Pineda, Elena Satine, Alex Hassell, Tamara Tunie, Mason Alexander Park, Geoff Stults, Rachel House",,,,,1,11/19/21,c9b11c66-f471-5a20-9772-1525e79a9f04,5/3/22 14:53
https://www.netflix.com/title/80994082,Lupin,TVSeries,"Inspired by the adventures of Arsène Lupin, gentleman thief Assane Diop sets out to avenge his father for an injustice inflicted by a wealthy family.",16,TV Mysteries,,1/8/21,"18,700,000","Omar Sy, Ludivine Sagnier, Clotilde Hesme, Nicole Garcia, Hervé Pierre, Soufiane Guerrab, Antoine Gouy, Fargass Assandé, Vincent Londez, Shirine Boutella",,George Kay,,,2,1/8/21,f8879f96-2204-54a4-840c-c3d4e94b5519,5/3/22 14:53
https://www.netflix.com/title/80200267,The Ballad of Buster Scruggs,Movie,"Ranging from absurd to profound, these Western vignettes from the Coen brothers follow the adventures of outlaws and settlers on the American frontier.",18,US Movies,2h 13m,11/16/18,"10,100,000","Liam Neeson, James Franco, Tim Blake Nelson, Tom Waits, Zoe Kazan, Brendan Gleeson","Joel Coen, Ethan Coen",,"English - Audio Description, English [Original]",English,,,1d2a4112-6912-5196-bc69-5d4567607855,5/3/22 14:53
https://www.netflix.com/title/81058433,Robin Robin,Movie,An optimistic young robin raised by a family of mice makes a heartfelt wish on a Christmas star. Will she finally learn who she is — and how to fly?,All,Family Features,32m,11/24/21,"300,000","Bronte Carmichael, Richard E. Grant, Gillian Anderson, Adeel Akhtar, Amira Macey-Michael, Tom Pegler, Endeavour Clutterbuck, Megan Harris","Dan Ojari, Mikey Please",,"British English - Audio Description, English [Original], Hindi","British English, English, English",,,05918a0e-5bc8-5aa5-89ed-c230dc1a23a7,5/3/22 14:53
https://www.netflix.com/title/81161626,Red Notice,Movie,An FBI profiler pursuing the world's most wanted art thief becomes his reluctant partner in crime to catch an elusive crook who's always one step ahead.,13,US Movies,1h 57m,11/12/21,"68,100,000","Dwayne Johnson, Ryan Reynolds, Gal Gadot, Ritu Arya, Chris Diamantopoulos",Rawson Marshall Thurber,,"English - Audio Description, English [Original], Hindi, Tamil, Telugu",English,,,727543ad-f747-5399-b743-8f3bd4ce1ac7,5/3/22 14:53
https://www.netflix.com/title/81315804,Turning Point: 9/11 and the War on Terror,TVSeries,"This unflinching series documents the 9/11 terrorist attacks, from Al Qaeda's roots in the 1980s to America's response, both at home and abroad.",18,Political Documentaries,,9/1/21,"10,400,000",,,,,,1,9/1/21,2e861cf2-7f49-5e5f-aaa2-7ea33bdab7cb,5/3/22 14:53
https://www.netflix.com/title/80141172,The Guardians of Justice,TVSeries,"When their seemingly fearless leader self-destructs, a team of troubled superheroes must confront festering evil in the world — and in themselves.",18,TV Mysteries,,3/1/22,"800,000","Diamond Dallas Page, Sharni Vinson, Derek Mears, Denise Richards, Will Yun Lee, John Hennigan, Preeti Desai, Tiffany Hines, Jackson Rathbone, Kellan Lutz, Adi Shankar, Jen Sung Outerbridge, Jane Seymour, Edi Gathegi, Viggo Villalobos, Andy Milonakis, Christopher Judge, R.J. Mitte",,Adi Shankar,,,1,3/1/22,52d2e620-4c25-5672-bd7a-dd241072f24a,5/3/22 14:53
https://www.netflix.com/title/80244283,Maya and the Three,TVSeries,A spirited princess with the heart of a warrior embarks on a mission to fulfill an ancient prophecy and save humanity from the wrath of vengeful gods.,7,TV Cartoons,,10/22/21,"24,800,000","Zoe Saldaña, Gabriel Iglesias, Diego Luna, Gael García Bernal, Rita Moreno, Alfred Molina, Allen Maldonado, Stephanie Beatriz, Kate del Castillo, Danny Trejo, Cheech Marin, Rosie Perez, Queen Latifah, Wyclef Jean, Isabela Merced, Chelsea Rendon, Joaquín Cosío, Carlos Alazraqui, Eric Bauza, Sandra Equihua",,Jorge R. Gutiérrez,,,1,10/22/21,8cccd0a1-62da-5cde-a3ba-fc994086aa63,5/3/22 14:53
https://www.netflix.com/title/80200575,Alice in Borderland,TVSeries,"An aimless gamer and his two friends find themselves in a parallel Tokyo, where they're forced to compete in a series of sadistic games to survive.",18,TV Thrillers,,12/10/20,"92,200,000","Kento Yamazaki, Tao Tsuchiya, Nijiro Murakami, Yuki Morinaga, Keita Machida, Ayaka Miyoshi, Dori Sakurada, Aya Asahina, Shuntaro Yanagi, Yutaro Watanabe, Ayame Misaki, Mizuki Yoshida, Tsuyoshi Abe, Nobuaki Kaneko, Sho Aoyagi, Riisa Naka",,,,,1,12/10/20,3575eca5-7fa1-5c10-ad32-1729e0e5909c,5/3/22 14:54
https://www.netflix.com/title/80236236,Another Life,TVSeries,"After a massive alien artifact lands on Earth, Niko Breckinridge leads an interstellar mission to track down its source and make first contact.",18,TV Thrillers,,7/25/19,"11,100,000","Katee Sackhoff, Justin Chatwin, Samuel Anderson, Elizabeth Ludlow, Tongayi Chirisa, AJ Rivera, Alexander Eling, Jayr Tinaco, Dillon Casey, Lina Renna, Blu Hunt, Jake Abel, Alex Ozerov, Selma Blair",,Aaron Martin,,,2,7/25/19,a57411c4-6fdd-54d3-819b-5a6a4afb8d81,5/3/22 14:54
https://www.netflix.com/title/81059720,Feria: The Darkest Light,TVSeries,Two sisters must face a new reality — and supernatural elements — when it's revealed their parents participated in a cult ritual ending in death.,18,Horror TV Serials,,1/28/22,"5,500,000","Carla Campra, Ana Tomeno, Isak Férriz, Marta Nieto, Ernest Villegas, Salva Reina, Carlos Scholz, Berta Hernández, Patricia López Arnaiz, Sauce Ena, Pablo Gómez-Pando, Oti Manzano, Ángela Cremonte",,"Agustín Martínez, Carlos Montero",,,1,1/28/22,e0b3d77c-16bf-501b-bbcb-07507c49fb41,5/3/22 14:54
https://www.netflix.com/title/81346087,Lies and Deceit,TVSeries,"A literature teacher seeks justice against a surgeon she claims date raped her, while he vehemently denies her accounts of the encounter.",18,TV Thrillers,,3/4/22,"13,600,000","Ángela Cremonte, Javier Rey, Manuela Velasco, Miguel Fernandez, Itziar Atienza, Víctor Duplá, Paco Tous",,,,,1,3/4/22,814bcc77-56a6-5ed1-8fa3-107049a3e59d,5/3/22 14:54
https://www.netflix.com/title/81039388,The Chestnut Man,TVSeries,"At a grisly murder scene sits a figurine made of chestnuts. From this creepy clue, two detectives hunt a killer linked to a politician's missing child.",18,TV Mysteries,,9/29/21,"12,400,000","Danica Curcic, Mikkel Boe Følsgaard, Iben Dorner, Esben Dalgaard, David Dencik, Lars Ranthe",Mikkel Serup,"Søren Sveistrup, Dorte W. Høgh, David Sandreuter, Mikkel Serup",,,1,9/29/21,0c79eb96-d12b-52f0-8c28-c71341a62021,5/3/22 14:54
https://www.netflix.com/title/80175798,The Irishman,Movie,Hit man Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family in this acclaimed film from Martin Scorsese.,16,US Movies,3h 29m,11/27/19,"28,800,000","Robert De Niro, Al Pacino, Joe Pesci, Harvey Keitel, Ray Romano, Bobby Cannavale, Anna Paquin, Stephen Graham, Stephanie Kurtzuba, Kathrine Narducci, Welker White, Jesse Plemons, Jack Huston, Domenick Lombardozzi, Louis Cancelmi, Paul Herman, Gary Basaraba, Marin Ireland, Sebastian Maniscalco, Steven Van Zandt",Martin Scorsese,,"English - Audio Description, English [Original], Hindi",English,,,25517e59-c1c1-5e29-b435-56a605afcfe4,5/3/22 14:54
https://www.netflix.com/title/80114855,MINDHUNTER,TVSeries,In the late 1970s two FBI agents expand criminal science by delving into the psychology of murder and getting uneasily close to all-too-real monsters.,18,TV Mysteries,,10/13/17,"27,600,000","Jonathan Groff, Holt McCallany, Anna Torv, Cotter Smith, Hannah Gross, Michael Cerveris, Joe Tuttle, Albert Jones, Stacey Roca, Cameron Britton",,Joe Penhall,,,2,10/13/17,81306d0b-b746-56e7-a906-f76a0f9a1d96,5/3/22 14:54
https://www.netflix.com/title/81289581,Stay Close,TVSeries,"When Carlton Flynn vanishes 17 years to the night after Stewart Green did, it sets off a chain reaction in the lives of people connected to both men.",18,TV Dramas,,12/31/21,"13,500,000","Cush Jumbo, James Nesbitt, Richard Armitage, Sarah Parish, Eddie Izzard, Jo Joyner, Daniel Francis, Youssef Kerkour, Bethany Antonia, Poppy Gilbert, Hyoie O'Grady",,,,,1,12/31/21,17df978e-c327-592f-ae08-410d8fd6ec5e,5/3/22 14:54
https://www.netflix.com/title/80230293,Wu Assassins,TVSeries,An unassuming San Francisco chef becomes the latest in a long line of assassins chosen to keep the mystical Wu powers out of the wrong hands.,18,Fantasy TV Shows,,8/8/19,"15,500,000","Iko Uwais, Katheryn Winnick, Byron Mann, Tommy Flanagan, Li Jun Li, Celia Au, Lewis Tan, Lawrence Kao, JuJu Chan Szeto, Tzi Ma, Cranston Johnson, Mark Dacascos, Kevin Durand, Jeff Fahey, Summer Glau",,"John Wirth, Tony Krantz",,,1,8/8/19,a4ede0ab-a88a-5d99-a27e-eaec43632721,5/3/22 14:54
https://www.netflix.com/title/81097362,The Puppet Master: Hunting the Ultimate Conman,TVSeries,"In this harrowing docuseries, a cruel conman masquerading as a British spy manipulates and steals from his victims, leaving ruined families in his wake.",16,True Crime Documentaries,,1/18/22,"2,400,000",,,,,,1,1/18/22,28115f02-a8ff-50ea-a7c6-275af83bc6ef,5/3/22 14:54
https://www.netflix.com/title/80179190,Never Have I Ever,TVSeries,"After a traumatic year, an Indian-American teen just wants to spruce up her social status — but friends, family and feelings won’t make it easy on her.",13,TV Dramas,,4/27/20,"61,000,000","Maitreyi Ramakrishnan, Poorna Jagannathan, Richa Moorjani, Ranjita Chakraverty, John McEnroe, Ramona Young, Lee Rodriguez, Megan Suri, Jaren Lewison, Darren Barnet, Christina Kartchner, Common, Adam Shapiro, Niecy Nash, Sendhil Ramamurthy",,"Mindy Kaling, Lang Fisher",,,2,4/27/20,1f764998-5b8b-52ec-b144-0b2304a3a2a0,5/3/22 14:54
https://www.netflix.com/title/81077494,The Harder They Fall,Movie,"Gunning for revenge, outlaw Nat Love saddles up with his gang to take down enemy Rufus Buck, a ruthless crime boss who just got sprung from prison.",16,Westerns,2h 19m,11/3/21,"23,300,000","Jonathan Majors, Idris Elba, Regina King, Zazie Beetz, Delroy Lindo, LaKeith Stanfield, Danielle Deadwyler, Edi Gathegi, Deon Cole, RJ Cyler, Damon Wayans Jr., Julio Cesar Cedillo, Woody McClain",Jeymes Samuel,,"English - Audio Description, English [Original], Hindi",English,,,0b17478f-7c6e-5e58-aaeb-99582ebe3d63,5/3/22 14:54
https://www.netflix.com/title/81115160,Against The Ice,Movie,"Exploring Greenland's vast landscape for a lost map, two men must fight to survive. Based on the true story of Denmark's 1909 polar expedition.",13,Movies Based on Real Life,1h 43m,3/2/22,"9,500,000","Nikolaj Coster-Waldau, Joe Cole, Heida Reed, Charles Dance, Gísli Örn Garðarsson, Sam Redford, Diarmaid Murtagh, Edward Speleers, Frankie Wilson, Nick Jameson",Peter Flinth,,"English - Audio Description, English [Original], Hindi",English,,,89f613cf-0c81-5b3d-ae72-5ef4cf6f480b,5/3/22 14:54
https://www.netflix.com/title/80197526,Sex Education,TVSeries,"Insecure Otis has all the answers when it comes to sex advice, thanks to his therapist mom. So rebel Maeve proposes a school sex-therapy clinic.",18,TV Dramas,,1/11/19,"27,900,000","Asa Butterfield, Gillian Anderson, Ncuti Gatwa, Emma Mackey, Connor Swindells, Kedar Williams-Stirling, Alistair Petrie, Aimee Lou Wood, Mimi Keene, Chaneil Kular, Tanya Reynolds, Patricia Allison, Mikael Persbrandt, Rakhee Thakrar, Jemima Kirke, Anne-Marie Duff",,Laurie Nunn,,,3,1/11/19,8e7aff36-329c-506d-aa11-45d942642f3a,5/3/22 14:54
https://www.netflix.com/title/81256675,Hellbound,TVSeries,"Unearthly beings deliver bloody condemnations, sending individuals to hell and giving rise to a religious group founded on the idea of divine justice.",18,TV Mysteries,,11/19/21,"8,300,000","Yoo Ah-in, Kim Hyun-joo, Park Jeong-min, Won Jin-a, Yang Ik-june, Kim Do-yoon, Kim Shin-rock, Ryu Kyung-soo, Lee Re",,"Yeon Sang-ho, Choi Gyu-seok",,,1,11/19/21,5e7f921a-66ba-5d35-bccf-fcadfc8d945d,5/3/22 14:54
https://www.netflix.com/title/80136311,Anne with an E,TVSeries,"A plucky orphan whose passions run deep finds an unlikely home with a spinster and her soft-spoken bachelor brother. Based on ""Anne of Green Gables.""",13,TV Shows Based on Books,,5/12/17,"30,900,000","Amybeth McNulty, Geraldine James, R.H. Thomson, Corrine Koslo, Dalila Bela, Lucas Jade Zumann, Aymeric Jett Montaz, Dalmar Abuzeid, Cory Gruter-Andrew, Joanna Douglas",,Moira Walley-Beckett,,,3,5/12/17,698a8ba4-b3cd-57bc-bd97-991a97932e62,5/3/22 14:54
https://www.netflix.com/title/80057281,Stranger Things,TVSeries,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces and one strange little girl.",16,Horror TV Serials,,7/15/16,"77,800,000","Winona Ryder, David Harbour, Finn Wolfhard, Millie Bobby Brown, Gaten Matarazzo, Caleb McLaughlin, Noah Schnapp, Sadie Sink, Natalia Dyer, Charlie Heaton, Joe Keery, Maya Hawke, Priah Ferguson, Brett Gelman, Dacre Montgomery, Cara Buono, Matthew Modine, Paul Reiser, Sean Astin, Shannon Purser",,The Duffer Brothers,,,3,7/15/16,264c0513-296b-51c3-8173-39170644b993,5/3/22 14:54
https://www.netflix.com/title/81002003,Pacific Rim: The Black,TVSeries,"After Kaiju ravage Australia, two siblings pilot a Jaeger to search for their parents, encountering new creatures, seedy characters and chance allies.",16,Sci-Fi & Fantasy Anime,,3/4/21,"4,700,000","Gideon Adlon, Calum Worthy, Erica Lindbeck, Victoria Grace, Andrew McPhee",,,,,1,3/4/21,cf16bc66-718c-5cd9-b6db-aee1f471213d,5/3/22 14:54
https://www.netflix.com/title/81040344,Squid Game,TVSeries,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games. Inside, a tempting prize awaits — with deadly high stakes.",18,TV Thrillers,,9/17/21,"87,200,000","Lee Jung-jae, Park Hae-soo, Wi Ha-jun, Oh Young-soo, Jung Ho-yeon, Heo Sung-tae, Kim Joo-ryoung, Tripathi Anupam, You Seong-joo, Lee You-mi",,Hwang Dong-hyuk,,,1,9/17/21,10843e40-2407-56ff-9204-c1e3ddb2af7f,5/3/22 14:54
https://www.netflix.com/title/81140667,Ali Wong: Don Wong,Movie,"In her third Netflix stand-up special, Ali Wong reveals her wildest fantasies, the challenges of monogamy and how she really feels about single people.",18,Stand-Up Comedy,59m,2/14/22,"1,400,000",Ali Wong,Nahnatchka Khan,,"English - Audio Description, English [Original]",English,,,a174b272-1264-594b-bb23-7318d37b2a01,5/3/22 14:54
https://www.netflix.com/title/80242531,The Cuphead Show!,TVSeries,Follow the misadventures of the impulsive Cuphead and his easily swayed brother Mugman in this animated series based on the hit video game.,7,TV Cartoons,,2/18/22,"14,500,000","Tru Valentino, Frank Todaro, Wayne Brady, Joe Hanna, Luke Millington-Drake, Grey Griffin, Cosmo Segurson, Dave Wasson",,,,,1,2/18/22,a50f338a-1880-5fd5-b5bd-7a589944570a,5/3/22 14:54
https://www.netflix.com/title/80991754,Clickbait,TVSeries,"When family man Nick Brewer is abducted in a crime with a sinister online twist, those closest to him race to uncover who is behind it and why.",18,TV Mysteries,,8/25/21,"14,700,000","Zoe Kazan, Betty Gabriel, Adrian Grenier, Phoenix Raei, Abraham Lim, Jessica Collins, Camaron Engels, Jaylin Fletcher, Liz Alexander, Joyce Guy, Daniel Henshall, Ian Meadows, Jamie Timony, Steve Mouzakis, Becca Lish",Brad Anderson,"Tony Ayres, Christian White",,,1,8/25/21,8ac05806-5a40-5b3d-a5e9-6dfd3ba75742,5/3/22 14:54
https://www.netflix.com/title/80235864,Bodyguard,TVSeries,"After helping thwart a terrorist attack, a war veteran is assigned to protect a politician who was a main proponent of the very conflict he fought in.",16,TV Mysteries,,10/24/18,"52,000,000","Richard Madden, Keeley Hawes, Gina McKee, Sophie Rundle, Vincent Franklin, Pippa Haywood, Paul Ready, Tom Brooke, Nicholas Gleaves, Stuart Bowman",,Jed Mercurio,,,1,10/24/18,54d1eaee-55f1-5b51-bda0-34da1953ff8f,5/3/22 14:54
https://www.netflix.com/title/81009646,Jurassic World Camp Cretaceous,TVSeries,Six teens invited to attend a state-of-the-art adventure camp on Isla Nublar must band together to survive when the dinosaurs break out of captivity.,7,TV Shows Based on Books,,9/18/20,"27,300,000","Paul-Mikél Williams, Jenna Ortega, Sean Giambrone, Kausar Mohammed, Ryan Potter, Raini Rodriguez, Kirby Howell-Baptiste, Haley Joel Osment, Andrew Kishino, Roger Craig Smith, Stephanie Beatriz, Angus Sampson, Bradley Whitford, Glen Powell, Jameela Jamil",,,,,4,9/18/20,4410cf89-b64e-5a5d-8199-cb197c927730,5/3/22 14:54
https://www.netflix.com/title/81098012,The Silent Sea,TVSeries,"During a perilous 24-hour mission on the moon, space explorers try to retrieve samples from an abandoned research facility steeped in classified secrets.",16,TV Mysteries,,12/24/21,"7,900,000","Bae Doona, Gong Yoo, Lee Joon, Kim Sun-young, Lee Mu-saeng, Lee Sung-wook",,"Park Eun-kyo, Choi Hang-yong",,,1,12/24/21,fab3cbb4-6f39-5a6b-8fae-ad6cc5f9375c,5/3/22 14:54
https://www.netflix.com/title/80185171,Collateral,TVSeries,"Investigating the murder of a pizza delivery man, a London detective uncovers a tangled conspiracy involving drug dealers, smugglers and spies.",18,TV Thrillers,,3/9/18,"7,900,000","Carey Mulligan, John Simm, Nicola Walker, Billie Piper, Nathaniel Martello-White, Jeany Spark, Hayley Squires, Ben Miles, Saskia Reeves, Ahd",,David Hare,,,1,3/9/18,fa841482-5f7d-5d1d-8f0c-9b1067668b86,5/3/22 14:55
https://www.netflix.com/title/81478910,The Lost Daughter,Movie,A woman's quiet seaside vacation takes an unsettling turn when her fixation on a young mother staying at a nearby villa awakens memories from her past.,18,US Movies,2h 2m,12/31/21,"2,800,000","Olivia Colman, Jessie Buckley, Dakota Johnson, Ed Harris, Peter Sarsgaard, Paul Mescal, Dagmara Dominczyk, Alba Rohrwacher, Jack Farthing, Oliver Jackson-Cohen, Panos Koronis",Maggie Gyllenhaal,,"English - Audio Description, English [Original], Hindi",English,,,8e59c858-2a67-5b82-84a9-9d1e08406fa7,5/3/22 14:55
https://www.netflix.com/title/80117803,Raising Dion,TVSeries,A widowed mom sets out to solve the mystery surrounding her young son's emerging superpowers while keeping his extraordinary gifts under wraps.,13,Family Watch Together TV,,10/4/19,"25,500,000","Alisha Wainwright, Ja'Siah Young, Jazmyn Simon, Jason Ritter, Rome Flynn, Sammi Haney, Griffin Robert Faulkner, Ali Ahn, Michael B. Jordan",,Carol Barbee,,,2,10/4/19,88f90fc6-184a-5bbb-b322-71df73c623b8,5/3/22 14:55
https://www.netflix.com/title/81040405,Flowers,TVSeries,"Between a troubled marriage, a senile granny and twin siblings constantly in rivalry, a crumbling household struggles to barely keep it together.",18,TV Comedies,,12/14/18,"200,000","Olivia Colman, Julian Barratt, Daniel Rigby, Sophia Di Martino, Leila Hoffman, Will Sharpe, Harriet Walter",,Will Sharpe,,,2,12/14/18,bc358b8c-4de0-5365-ae10-ea06d0465b96,5/3/22 14:55
